"build","ordinal","state","name_or_route","width","height","source_manifest","source_render_plan","mapping_status","target_route","disposition","evidence"
"build_01","4124","build-rules-workflow","build_rules_workflow_runtime","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4125","build-api-contracts","build_api_contract_plan","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4126","build-event-backbone","build_event_backbone_plan","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4127","build-runtime-jobs","build_runtime_jobs_plan","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4128","build-integration-adapters","build_integration_adapter_map","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4129","build-fleetrocket-boundary","build_fleetrocket_boundary","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4130","build-marksman-boundary","build_marksman_erp_boundary","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4131","build-ui-route-map","build_ui_route_map","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4132","build-design-system","build_design_system","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4133","build-client-state","build_client_state","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4134","build-search-retrieval","build_search_retrieval_boundary","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4135","build-ai-boundary","build_ai_action_boundary","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4136","build-observability","build_observability_baseline","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4137","build-correlation","build_correlation_traceability","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4138","build-security-baseline","build_security_baseline","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4139","build-test-pyramid","build_test_pyramid","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4140","build-contract-tests","build_contract_test_matrix","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4141","build-e2e-journeys","build_e2e_journey_matrix","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4142","build-ci-pipeline","build_ci_pipeline","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4143","build-release-promotion","build_release_promotion","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4144","build-environment-topology","build_environment_topology","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4145","build-feature-rollout","build_feature_rollout","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4146","build-backfill-plan","build_migration_backfill_plan","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4147","build-demo-data","build_demo_data_strategy","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4148","build-ownership-raci","build_ownership_raci","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4149","build-backlog","build_implementation_backlog","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4150","build-priority-tiers","build_priority_tiers","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4151","build-complexity-sizing","build_complexity_sizing","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4152","build-dependency-board","build_dependency_board","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4153","build-acceptance-gates","build_acceptance_gates","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4154","build02-handoff","build02_readiness_handoff","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4155","build-implementation-gaps","build_implementation_gaps","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4156","build-adr-rfc-handoff","build_adr_rfc_handoff","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4157","build-third-party-deps","build_third_party_dependencies","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4158","build-provider-readiness","build_provider_readiness","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4159","build-no-prod-claims","build_no_production_claims_boundary","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4160","build-cross-tenant","build_cross_tenant_hard_block","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4161","build-simulator","build_dependency_simulator","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4162","build-ai-assist","build_ai_assist","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4163","build-reference-architecture","build_reference_architecture","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_01","4164","build-wireframe-icons","build_wireframe_iconography","1920","1080","build_01/BUILD_01_ARTIFACT_MANIFEST.md","build_01/render_plan.json","not_started","","",""
"build_02","4201","foundation-overview","foundation_overview","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4202","foundation-tenant-registry","tenant_registry","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4203","foundation-environment-registry","environment_registry","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4204","foundation-organization-profile","organization_profile","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4205","foundation-identity-directory","identity_directory","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4206","foundation-authentication","authentication","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4207","foundation-users-memberships","users_memberships","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4208","foundation-roles-permissions","roles_permissions","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4209","foundation-service-accounts","service_accounts","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4210","foundation-entitlements","plans_entitlements","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4211","foundation-feature-flags","feature_flags","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4212","foundation-configuration","configuration_registry","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4213","foundation-secrets-boundary","secrets_boundary","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4214","foundation-audit-ledger","audit_receipts","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4215","foundation-outbox-events","event_outbox","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4216","foundation-job-runtime","foundation_jobs","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4217","foundation-api-foundation","api_foundation","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4218","foundation-observability","observability_baseline","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4219","foundation-design-system","application_shell_design_system","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4220","foundation-security-isolation","security_tenant_isolation","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4221","tenant-360","tenant_360","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4222","new-tenant-review","new_tenant_review","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4223","membership-review","membership_review","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4224","permission-simulator","permission_simulator","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4225","entitlement-simulator","entitlement_simulator","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4226","flag-rollout-review","flag_rollout_review","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4227","audit-receipt","immutable_receipt","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4228","event-delivery","event_delivery","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4229","job-execution","job_execution","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4230","api-contracts","api_contracts","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4231","rls-matrix","rls_isolation_matrix","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4232","cross-tenant-block","cross_tenant_hard_block","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4233","responsive-1440","responsive_1440","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4234","responsive-1280","responsive_1280","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4235","mobile-boundary","mobile_boundary","1440","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4236","migration-plan","migration_plan","1280","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4237","rollback-plan","rollback_plan","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4238","test-evidence","test_evidence","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4239","acceptance-gates","acceptance_gates","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4240","build03-handoff","build_03_handoff","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4241","contract-44","foundation_contract_44","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4242","contract-45","foundation_contract_45","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4243","contract-46","foundation_contract_46","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4244","contract-47","foundation_contract_47","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4245","contract-48","foundation_contract_48","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4246","contract-49","foundation_contract_49","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4247","contract-50","foundation_contract_50","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4248","contract-51","foundation_contract_51","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4249","contract-52","foundation_contract_52","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4250","contract-53","foundation_contract_53","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4251","contract-54","foundation_contract_54","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4252","contract-55","foundation_contract_55","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4253","contract-56","foundation_contract_56","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4254","contract-57","foundation_contract_57","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4255","contract-58","foundation_contract_58","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4256","contract-59","foundation_contract_59","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4257","contract-60","foundation_contract_60","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4258","contract-61","foundation_contract_61","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4259","architecture","reference_architecture","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4260","wireframes","wireframes","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_02","4261","iconography","iconography","1920","1080","build_02/BUILD_02_ARTIFACT_MANIFEST.md","build_02/BUILD_02_RENDER_PLAN.json","not_started","","",""
"build_03","4301","overview","core_domain_overview","1440","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4302","business-parties","business_parties","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4303","legal-entities","legal_business_entities","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4304","contacts","contacts","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4305","locations","locations","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4306","lanes","lanes","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4307","equipment","equipment","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4308","canonical-identity","canonical_ids_aliases","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4309","entity-resolution","entity_resolution","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4310","provenance","master_data_provenance","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4311","merge-governance","merge_survivorship","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4312","quality","data_quality","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4313","import-export","import_export","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4314","search","master_search","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4315","reference-data","reference_data","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4316","party-list","party_directory","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4317","party-360","party_360","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4318","party-create","create_business_party","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4319","legal-hierarchy","legal_hierarchy","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4320","contact-directory","contact_directory","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4321","location-list","location_directory","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4322","location-360","location_360","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4323","lane-list","lane_directory","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4324","lane-360","lane_360","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4325","equipment-catalog","equipment_catalog","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4326","alias-registry","alias_registry","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4327","source-registry","source_registry","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4328","resolution-queue","resolution_queue","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4329","match-review","match_review","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4330","merge-preview","merge_preview","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4331","merge-receipt","merge_receipt","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4332","split-review","split_review","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4333","provenance-inspector","provenance_inspector","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4334","quality-dashboard","quality_dashboard","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4335","quality-queue","quality_queue","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4336","import-mapping","import_mapping","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4337","import-dry-run","import_dry_run","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4338","import-results","import_results","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4339","master-search","master_search","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4340","cross-tenant-block","cross_tenant_hard_block","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4341","api-contracts","api_contracts","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4342","event-contracts","event_contracts","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
"build_03","4343","migration-plan","migration_plan","1920","1080","build_03/BUILD_03_ARTIFACT_MANIFEST.md","build_03/BUILD_03_RENDER_PLAN.json","not_started","","",""
